,period,actual,predicted,sector,feild
1066,10-2018,3163.20808,2814.6528,Commercial,Revenue
1071,11-2018,2905.50203,2831.477,Commercial,Revenue
1076,12-2018,2947.49054,2823.4792,Commercial,Revenue
1081,01-2019,3082.8448,2850.8564,Commercial,Revenue
1086,02-2019,2875.57408,2978.8906,Commercial,Revenue
1091,03-2019,3056.08432,2834.5715,Commercial,Revenue
1096,04-2019,2790.0734899999998,2835.1743,Commercial,Revenue
1101,05-2019,2964.18099,2820.93,Commercial,Revenue
1106,06-2019,3084.18888,2816.941,Commercial,Revenue
1111,07-2019,3596.11812,2832.3206,Commercial,Revenue
1116,08-2019,3418.00494,2829.151,Commercial,Revenue
1121,09-2019,3157.99267,2849.5522,Commercial,Revenue
1126,10-2019,2991.59294,2817.4836,Commercial,Revenue
1131,11-2019,2867.24048,2811.06,Commercial,Revenue
1136,12-2019,2871.77823,2725.2131,Commercial,Revenue
1141,01-2020,2963.97268,3100.9963,Commercial,Revenue
1146,02-2020,2843.97164,3308.5408,Commercial,Revenue
1151,03-2020,2773.78193,2982.1782,Commercial,Revenue
1156,04-2020,2385.66423,2835.0767,Commercial,Revenue
1161,05-2020,2555.22683,2789.8696,Commercial,Revenue
1166,06-2020,3013.8425,2787.5444,Commercial,Revenue
1171,07-2020,3394.79364,2821.6807,Commercial,Revenue
1176,08-2020,3266.68688,2836.0264,Commercial,Revenue
1181,09-2020,2988.6113,2844.7102,Commercial,Revenue
1186,10-2020,2865.73755,2818.5657,Commercial,Revenue
1191,11-2020,2700.6262,2844.3687,Commercial,Revenue
1196,12-2020,2869.45605,2788.0732,Commercial,Revenue
1201,01-2021,2859.01834,3021.1748,Commercial,Revenue
1206,02-2021,2875.95372,2978.8628,Commercial,Revenue
1211,03-2021,2933.35249,2819.4395,Commercial,Revenue
1216,04-2021,2732.38332,2802.9565,Commercial,Revenue
1221,05-2021,2953.62612,2846.2542,Commercial,Revenue
1226,06-2021,3324.71464,2822.209,Commercial,Revenue
1231,07-2021,3503.05166,2834.3467,Commercial,Revenue
1236,08-2021,3678.81599,2822.804,Commercial,Revenue
1241,09-2021,3264.41651,2829.8408,Commercial,Revenue
1246,10-2021,3158.55685,2833.53,Commercial,Revenue
1251,11-2021,2999.01192,2823.9058,Commercial,Revenue
1256,12-2021,3024.25712,2831.7317,Commercial,Revenue
1261,01-2022,3255.72442,2825.5818,Commercial,Revenue
1266,02-2022,3049.15502,2795.8708,Commercial,Revenue
1271,03-2022,3183.9478900000004,2776.7979,Commercial,Revenue
1276,04-2022,2977.18922,2801.9204,Commercial,Revenue
1281,05-2022,3337.2033,2856.9138,Commercial,Revenue
1286,06-2022,3739.9587699999997,2831.4631,Commercial,Revenue
1291,07-2022,3994.09775,2826.8418,Commercial,Revenue
1296,08-2022,4060.75879,2813.2095,Commercial,Revenue
1301,09-2022,3625.40387,2820.0593,Commercial,Revenue
1306,10-2022,3307.26597,2824.0647,Commercial,Revenue
1311,11-2022,3189.33174,2818.2131,Commercial,Revenue
1316,12-2022,3429.54949,2843.9648,Commercial,Revenue
1321,01-2023,3521.92032,2813.356,Commercial,Revenue
1326,02-2023,3190.97142,2808.562,Commercial,Revenue
1331,03-2023,3448.23567,2784.5105,Commercial,Revenue
1336,04-2023,3124.15836,2818.5444,Commercial,Revenue
1341,05-2023,3400.82109,2840.6306,Commercial,Revenue
1346,06-2023,3585.74908,2829.7363,Commercial,Revenue
1351,07-2023,3946.0170900000003,2838.5886,Commercial,Revenue
1356,08-2023,3946.37396,2813.229,Commercial,Revenue
1361,09-2023,3550.02464,2808.095,Commercial,Revenue
1366,10-2023,3434.90224,2833.931,Commercial,Revenue
1371,11-2023,3254.93955,2814.5623,Commercial,Revenue
1376,12-2023,3306.58399,2833.561,Commercial,Revenue
1381,01-2024,3681.22564,2805.4116,Commercial,Revenue
1386,02-2024,3335.20314,2791.7278,Commercial,Revenue
0,10-2024,,2918.3298,Commercial,Revenue
1,11-2024,,2918.33,Commercial,Revenue
2,12-2024,,2918.33,Commercial,Revenue
3,01-2025,,2814.051,Commercial,Revenue
4,02-2025,,2918.33,Commercial,Revenue
5,03-2025,,2709.772,Commercial,Revenue
6,04-2025,,2842.606,Commercial,Revenue
7,05-2025,,2795.4387,Commercial,Revenue
8,06-2025,,2838.128,Commercial,Revenue
9,07-2025,,2872.8535,Commercial,Revenue
10,08-2025,,2810.5593,Commercial,Revenue
11,09-2025,,2866.6345,Commercial,Revenue
12,10-2025,,2808.923,Commercial,Revenue
13,11-2025,,2843.6787,Commercial,Revenue
14,12-2025,,2828.2695,Commercial,Revenue
15,01-2026,,2828.8086,Commercial,Revenue
16,02-2026,,2840.8213,Commercial,Revenue
17,03-2026,,2823.5369,Commercial,Revenue
18,04-2026,,2840.7632,Commercial,Revenue
19,05-2026,,2827.1328,Commercial,Revenue
20,06-2026,,2835.7297,Commercial,Revenue
21,07-2026,,2832.7244,Commercial,Revenue
22,08-2026,,2831.424,Commercial,Revenue
23,09-2026,,2835.2793,Commercial,Revenue
1,01-2001,27371,30601.209,Commercial,Customer
6,02-2001,25174,29506.434,Commercial,Customer
11,03-2001,25782,28229.748,Commercial,Customer
16,04-2001,23700,27875.887,Commercial,Customer
21,05-2001,26662,24554.3,Commercial,Customer
26,06-2001,28278,29596.508,Commercial,Customer
31,07-2001,30593,28583.645,Commercial,Customer
36,08-2001,34605,29626.695,Commercial,Customer
41,09-2001,27260,28901.467,Commercial,Customer
46,10-2001,26454,26665.479,Commercial,Customer
51,11-2001,24564,27586.883,Commercial,Customer
56,12-2001,25766,27477.326,Commercial,Customer
61,01-2002,25521,30247.188,Commercial,Customer
66,02-2002,23784,31194.434,Commercial,Customer
71,03-2002,24858,27951.51,Commercial,Customer
76,04-2002,24534,26772.023,Commercial,Customer
81,05-2002,25263,25053.799,Commercial,Customer
86,06-2002,28515,29424.953,Commercial,Customer
91,07-2002,31644,29954.373,Commercial,Customer
96,08-2002,30766,30115.105,Commercial,Customer
101,09-2002,27764,29611.195,Commercial,Customer
106,10-2002,27710,26022.762,Commercial,Customer
111,11-2002,24731,27486.479,Commercial,Customer
116,12-2002,26836,29329.379,Commercial,Customer
121,01-2003,29947,30056.875,Commercial,Customer
126,02-2003,26888,33118.03,Commercial,Customer
131,03-2003,28038,30667.135,Commercial,Customer
136,04-2003,25756,27482.23,Commercial,Customer
141,05-2003,27394,25515.773,Commercial,Customer
146,06-2003,29115,29202.576,Commercial,Customer
151,07-2003,32988,29291.26,Commercial,Customer
156,08-2003,33038,29352.814,Commercial,Customer
161,09-2003,28465,29402.576,Commercial,Customer
166,10-2003,28404,26394.783,Commercial,Customer
171,11-2003,26178,28374.307,Commercial,Customer
176,12-2003,28128,29707.605,Commercial,Customer
181,01-2004,29321,31062.26,Commercial,Customer
186,02-2004,27567,31897.506,Commercial,Customer
191,03-2004,28057,29961.05,Commercial,Customer
196,04-2004,26465,27780.94,Commercial,Customer
201,05-2004,28311,27973.406,Commercial,Customer
206,06-2004,29541,30048.422,Commercial,Customer
211,07-2004,31915,29547.457,Commercial,Customer
216,08-2004,31233,29186.877,Commercial,Customer
221,09-2004,30422,29354.797,Commercial,Customer
226,10-2004,28179,27093.7,Commercial,Customer
231,11-2004,27190,29426.34,Commercial,Customer
236,12-2004,28982,28807.3,Commercial,Customer
241,01-2005,29490,34399.176,Commercial,Customer
246,02-2005,27222,35041.195,Commercial,Customer
251,03-2005,29240,30544.184,Commercial,Customer
256,04-2005,26895,30078.545,Commercial,Customer
261,05-2005,28487,29048.738,Commercial,Customer
266,06-2005,34136,30295.46,Commercial,Customer
271,07-2005,34564,30100.65,Commercial,Customer
276,08-2005,35047,28370.57,Commercial,Customer
281,09-2005,31862,29789.273,Commercial,Customer
286,10-2005,30235,29108.63,Commercial,Customer
291,11-2005,28317,29681.023,Commercial,Customer
296,12-2005,30286,30079.676,Commercial,Customer
301,01-2006,29267,33394.98,Commercial,Customer
306,02-2006,27942,33268.254,Commercial,Customer
311,03-2006,29496,30473.168,Commercial,Customer
316,04-2006,26995,29538.383,Commercial,Customer
321,05-2006,30294,28752.281,Commercial,Customer
326,06-2006,31842,29980.504,Commercial,Customer
331,07-2006,35380,30118.373,Commercial,Customer
336,08-2006,35177,28309.611,Commercial,Customer
341,09-2006,30576,29847.58,Commercial,Customer
346,10-2006,30186,28664.102,Commercial,Customer
351,11-2006,27951,29843.043,Commercial,Customer
356,12-2006,30170,31581.785,Commercial,Customer
361,01-2007,30023,34237.44,Commercial,Customer
366,02-2007,29049,31826.236,Commercial,Customer
371,03-2007,29781,30981.182,Commercial,Customer
376,04-2007,28273,30037.354,Commercial,Customer
381,05-2007,31264,29808.535,Commercial,Customer
386,06-2007,33753,30296.041,Commercial,Customer
391,07-2007,34266,30320.9,Commercial,Customer
396,08-2007,36682,30401.156,Commercial,Customer
401,09-2007,31974,30042.361,Commercial,Customer
406,10-2007,31735,29674.19,Commercial,Customer
411,11-2007,29920,29592.38,Commercial,Customer
416,12-2007,30196,30362.377,Commercial,Customer
421,01-2008,31194,32587.934,Commercial,Customer
426,02-2008,30403,34132.508,Commercial,Customer
431,03-2008,30028,30188.736,Commercial,Customer
436,04-2008,28037,29993.88,Commercial,Customer
441,05-2008,29413,29508.422,Commercial,Customer
446,06-2008,33007,30293.375,Commercial,Customer
451,07-2008,35025,30471.3,Commercial,Customer
456,08-2008,33661,28766.98,Commercial,Customer
461,09-2008,31508,29924.281,Commercial,Customer
466,10-2008,30648,27105.043,Commercial,Customer
471,11-2008,28418,29604.203,Commercial,Customer
476,12-2008,30817,30397.264,Commercial,Customer
481,01-2009,31996,31682.023,Commercial,Customer
486,02-2009,28378,33091.645,Commercial,Customer
491,03-2009,29146,29877.148,Commercial,Customer
496,04-2009,27156,29193.965,Commercial,Customer
501,05-2009,28888,27783.715,Commercial,Customer
506,06-2009,31724,30087.54,Commercial,Customer
511,07-2009,31569,30723.727,Commercial,Customer
516,08-2009,33211,28300.973,Commercial,Customer
521,09-2009,29964,28837.03,Commercial,Customer
526,10-2009,29263,26355.041,Commercial,Customer
531,11-2009,27250,29754.615,Commercial,Customer
536,12-2009,30889,30526.547,Commercial,Customer
541,01-2010,31025,33112.992,Commercial,Customer
546,02-2010,28159,34100.637,Commercial,Customer
551,03-2010,28813,30549.889,Commercial,Customer
556,04-2010,27281,29597.328,Commercial,Customer
561,05-2010,29551,28484.693,Commercial,Customer
566,06-2010,32214,30029.598,Commercial,Customer
571,07-2010,35203,29252.797,Commercial,Customer
576,08-2010,35850,28808.205,Commercial,Customer
581,09-2010,30501,29698.111,Commercial,Customer
586,10-2010,29568,27171.54,Commercial,Customer
591,11-2010,28572,29642.95,Commercial,Customer
596,12-2010,30132,30703.492,Commercial,Customer
601,01-2011,31338,31548.373,Commercial,Customer
606,02-2011,28436,35143.223,Commercial,Customer
611,03-2011,29673,30088.088,Commercial,Customer
616,04-2011,27041,29577.969,Commercial,Customer
621,05-2011,29723,28486.96,Commercial,Customer
626,06-2011,31572,29589.082,Commercial,Customer
631,07-2011,36720,30092.428,Commercial,Customer
636,08-2011,34739,28561.732,Commercial,Customer
641,09-2011,30177,29765.818,Commercial,Customer
646,10-2011,29703,27215.484,Commercial,Customer
651,11-2011,27985,29624.533,Commercial,Customer
656,12-2011,29574,31768.154,Commercial,Customer
661,01-2012,30338,33822.703,Commercial,Customer
666,02-2012,28212,32772.0,Commercial,Customer
671,03-2012,28767,30041.857,Commercial,Customer
676,04-2012,27243,29576.71,Commercial,Customer
681,05-2012,30592,29144.848,Commercial,Customer
686,06-2012,32862,29561.271,Commercial,Customer
691,07-2012,36758,30502.785,Commercial,Customer
696,08-2012,34349,28513.686,Commercial,Customer
701,09-2012,30082,29855.08,Commercial,Customer
706,10-2012,30253,28831.674,Commercial,Customer
711,11-2012,27729,29825.484,Commercial,Customer
716,12-2012,29444,27411.914,Commercial,Customer
721,01-2013,30527,31991.184,Commercial,Customer
726,02-2013,28054,34536.695,Commercial,Customer
731,03-2013,31633,30802.434,Commercial,Customer
736,04-2013,27735,29413.477,Commercial,Customer
741,05-2013,29820,28647.617,Commercial,Customer
746,06-2013,31389,30094.027,Commercial,Customer
751,07-2013,34072,30466.113,Commercial,Customer
756,08-2013,33856,28907.61,Commercial,Customer
761,09-2013,30792,29899.645,Commercial,Customer
766,10-2013,30396,27703.998,Commercial,Customer
771,11-2013,28246,29610.932,Commercial,Customer
776,12-2013,30984,30782.322,Commercial,Customer
781,01-2014,32473,30775.752,Commercial,Customer
786,02-2014,29070,33565.566,Commercial,Customer
791,03-2014,30306,30370.855,Commercial,Customer
796,04-2014,27498,29247.527,Commercial,Customer
801,05-2014,29438,28625.557,Commercial,Customer
806,06-2014,32175,30219.39,Commercial,Customer
811,07-2014,32696,29623.07,Commercial,Customer
816,08-2014,33368,29706.627,Commercial,Customer
821,09-2014,30445,30134.057,Commercial,Customer
826,10-2014,29400,27968.61,Commercial,Customer
831,11-2014,28777,29596.271,Commercial,Customer
836,12-2014,30038,30745.41,Commercial,Customer
841,01-2015,31708,30077.55,Commercial,Customer
846,02-2015,29666,34110.145,Commercial,Customer
851,03-2015,30112,30419.682,Commercial,Customer
856,04-2015,27442,29728.803,Commercial,Customer
861,05-2015,30078,29277.24,Commercial,Customer
866,06-2015,31589,30170.842,Commercial,Customer
871,07-2015,34240,29880.514,Commercial,Customer
876,08-2015,33616,28635.934,Commercial,Customer
881,09-2015,31899,29657.398,Commercial,Customer
886,10-2015,29464,27046.04,Commercial,Customer
891,11-2015,27911,29241.775,Commercial,Customer
896,12-2015,29081,30657.027,Commercial,Customer
901,01-2016,30991,33338.566,Commercial,Customer
906,02-2016,28725,34587.914,Commercial,Customer
911,03-2016,29059,30743.143,Commercial,Customer
916,04-2016,27722,29979.857,Commercial,Customer
921,05-2016,29410,29437.332,Commercial,Customer
926,06-2016,32532,30029.404,Commercial,Customer
931,07-2016,34957,29806.53,Commercial,Customer
936,08-2016,36776,27993.021,Commercial,Customer
941,09-2016,32472,29846.11,Commercial,Customer
946,10-2016,30068,27031.867,Commercial,Customer
951,11-2016,28029,29318.316,Commercial,Customer
956,12-2016,30724,30217.418,Commercial,Customer
996,08-2017,33051,29315.963,Commercial,Customer
1001,09-2017,31248,29697.64,Commercial,Customer
1006,10-2017,30012,26680.2,Commercial,Customer
1011,11-2017,28433,29598.133,Commercial,Customer
1016,12-2017,30068,31744.19,Commercial,Customer
1021,01-2018,31819,32109.537,Commercial,Customer
1026,02-2018,27966,31702.713,Commercial,Customer
1031,03-2018,29457,30704.047,Commercial,Customer
1036,04-2018,27598,29840.059,Commercial,Customer
1041,05-2018,31006,29346.72,Commercial,Customer
1046,06-2018,32282,30188.744,Commercial,Customer
1051,07-2018,34744,30221.516,Commercial,Customer
1056,08-2018,35514,28487.219,Commercial,Customer
1061,09-2018,31566,29627.504,Commercial,Customer
1066,10-2018,30576,27435.49,Commercial,Customer
1071,11-2018,28230,29610.809,Commercial,Customer
1076,12-2018,29762,29906.617,Commercial,Customer
1081,01-2019,30827,30322.58,Commercial,Customer
1086,02-2019,27820,34533.613,Commercial,Customer
1091,03-2019,29799,31010.078,Commercial,Customer
1096,04-2019,26922,29204.744,Commercial,Customer
1101,05-2019,28695,27935.953,Commercial,Customer
1106,06-2019,29901,30221.254,Commercial,Customer
1111,07-2019,35301,29735.229,Commercial,Customer
1116,08-2019,33678,28652.963,Commercial,Customer
1121,09-2019,31100,29870.104,Commercial,Customer
1126,10-2019,29245,27952.018,Commercial,Customer
1131,11-2019,28065,29571.506,Commercial,Customer
1136,12-2019,29037,30015.3,Commercial,Customer
1141,01-2020,29828,28927.2,Commercial,Customer
1146,02-2020,28600,34307.316,Commercial,Customer
1151,03-2020,27294,29968.352,Commercial,Customer
1156,04-2020,22912,26788.135,Commercial,Customer
1161,05-2020,24673,24490.15,Commercial,Customer
1166,06-2020,28575,29221.982,Commercial,Customer
1171,07-2020,33548,28809.21,Commercial,Customer
1176,08-2020,32232,29534.752,Commercial,Customer
1181,09-2020,28140,28314.045,Commercial,Customer
1186,10-2020,27449,26587.912,Commercial,Customer
1191,11-2020,25796,28071.861,Commercial,Customer
1196,12-2020,28150,29001.002,Commercial,Customer
1201,01-2021,28387,32890.906,Commercial,Customer
1206,02-2021,27534,34250.168,Commercial,Customer
1211,03-2021,27544,30109.43,Commercial,Customer
1216,04-2021,25752,28972.371,Commercial,Customer
1221,05-2021,27497,26701.81,Commercial,Customer
1226,06-2021,31063,30043.215,Commercial,Customer
1231,07-2021,33210,29186.164,Commercial,Customer
1236,08-2021,34550,28391.65,Commercial,Customer
1241,09-2021,30182,29777.355,Commercial,Customer
1246,10-2021,28820,26221.95,Commercial,Customer
1251,11-2021,27078,29219.713,Commercial,Customer
1256,12-2021,28252,29994.375,Commercial,Customer
1261,01-2022,30476,32333.324,Commercial,Customer
1266,02-2022,27374,34045.8,Commercial,Customer
1271,03-2022,28766,30221.086,Commercial,Customer
1276,04-2022,26067,28790.45,Commercial,Customer
1281,05-2022,28513,28024.627,Commercial,Customer
1286,06-2022,31242,30130.098,Commercial,Customer
1291,07-2022,33491,28500.477,Commercial,Customer
1296,08-2022,33846,28330.73,Commercial,Customer
1301,09-2022,30271,28885.904,Commercial,Customer
1306,10-2022,27570,26615.81,Commercial,Customer
1311,11-2022,27358,29543.098,Commercial,Customer
1316,12-2022,29482,29023.55,Commercial,Customer
1321,01-2023,29239,31453.652,Commercial,Customer
1326,02-2023,26661,33304.785,Commercial,Customer
1331,03-2023,28850,30439.934,Commercial,Customer
1336,04-2023,26038,28075.375,Commercial,Customer
1341,05-2023,28076,26797.582,Commercial,Customer
1346,06-2023,29880,29858.912,Commercial,Customer
1351,07-2023,33386,29330.121,Commercial,Customer
1356,08-2023,32989,29305.492,Commercial,Customer
1361,09-2023,29832,29792.33,Commercial,Customer
1366,10-2023,28768,25782.566,Commercial,Customer
1371,11-2023,27265,29168.36,Commercial,Customer
1376,12-2023,28358,30594.066,Commercial,Customer
1381,01-2024,30942,33009.895,Commercial,Customer
1386,02-2024,27341,34003.953,Commercial,Customer
0,10-2024,,29647.64,Commercial,Customer
1,11-2024,,29647.64,Commercial,Customer
2,12-2024,,29647.64,Commercial,Customer
3,01-2025,,32033.783,Commercial,Customer
4,02-2025,,32033.783,Commercial,Customer
5,03-2025,,32033.783,Commercial,Customer
6,04-2025,,30247.62,Commercial,Customer
7,05-2025,,29334.541,Commercial,Customer
8,06-2025,,29551.166,Commercial,Customer
9,07-2025,,30307.006,Commercial,Customer
10,08-2025,,29767.441,Commercial,Customer
11,09-2025,,29910.273,Commercial,Customer
12,10-2025,,29567.521,Commercial,Customer
13,11-2025,,29967.662,Commercial,Customer
14,12-2025,,30465.268,Commercial,Customer
15,01-2026,,30936.457,Commercial,Customer
16,02-2026,,31428.18,Commercial,Customer
17,03-2026,,31248.883,Commercial,Customer
18,04-2026,,30825.467,Commercial,Customer
19,05-2026,,30204.408,Commercial,Customer
20,06-2026,,30157.936,Commercial,Customer
21,07-2026,,30490.498,Commercial,Customer
22,08-2026,,30510.047,Commercial,Customer
23,09-2026,,30533.791,Commercial,Customer
4,01-2001,36561.77278,34452.11,Residential,Sales
9,02-2001,28140.05302,38130.125,Residential,Sales
14,03-2001,27902.00268,29318.705,Residential,Sales
19,04-2001,23209.9539,24179.344,Residential,Sales
24,05-2001,22736.58324,27579.38,Residential,Sales
29,06-2001,26901.02682,30059.56,Residential,Sales
34,07-2001,35653.26285000001,37210.39,Residential,Sales
39,08-2001,39507.77425,29008.754,Residential,Sales
44,09-2001,25906.88183,27874.244,Residential,Sales
49,10-2001,23210.58839,25982.47,Residential,Sales
54,11-2001,23256.61783,25770.79,Residential,Sales
59,12-2001,29945.49846,30752.55,Residential,Sales
64,01-2002,34362.08232,36505.004,Residential,Sales
69,02-2002,26938.75403,41784.24,Residential,Sales
74,03-2002,28652.95622,30620.176,Residential,Sales
79,04-2002,25032.72556,24513.191,Residential,Sales
84,05-2002,23198.82988,25365.465,Residential,Sales
89,06-2002,30648.23306,32246.926,Residential,Sales
94,07-2002,43015.15599000001,34927.457,Residential,Sales
99,08-2002,39443.177410000004,31823.291,Residential,Sales
104,09-2002,30512.93036,30898.666,Residential,Sales
109,10-2002,24983.44792,24436.844,Residential,Sales
114,11-2002,26381.08336,24941.902,Residential,Sales
119,12-2002,33576.91189,31097.47,Residential,Sales
123,01-2003,37875.21052,33701.457,Residential,Sales
128,02-2003,31666.84817,39378.61,Residential,Sales
133,03-2003,30044.33395,28767.832,Residential,Sales
138,04-2003,23146.45161,24829.236,Residential,Sales
143,05-2003,22880.27637,25358.451,Residential,Sales
148,06-2003,25969.96725,29615.814,Residential,Sales
153,07-2003,36444.60176,38657.418,Residential,Sales
158,08-2003,37437.09224,30687.836,Residential,Sales
163,09-2003,28762.23358,30642.566,Residential,Sales
168,10-2003,24078.02101,24271.977,Residential,Sales
173,11-2003,25088.29572,25487.752,Residential,Sales
178,12-2003,33690.07786,31140.262,Residential,Sales
183,01-2004,38466.53129,35152.4,Residential,Sales
188,02-2004,32143.61124,32515.982,Residential,Sales
193,03-2004,28945.77734,29224.645,Residential,Sales
198,04-2004,24245.74909,24425.035,Residential,Sales
203,05-2004,24316.28503,24735.822,Residential,Sales
208,06-2004,29621.5043,31503.66,Residential,Sales
213,07-2004,34810.97623,39583.863,Residential,Sales
218,08-2004,32441.29055,30424.23,Residential,Sales
223,09-2004,29244.08489,30520.277,Residential,Sales
228,10-2004,24289.42859,24701.426,Residential,Sales
233,11-2004,25569.39314,23929.053,Residential,Sales
238,12-2004,34366.79029,30928.639,Residential,Sales
243,01-2005,37901.37926,37565.277,Residential,Sales
248,02-2005,30134.09684,37204.094,Residential,Sales
253,03-2005,30930.70317,31931.457,Residential,Sales
258,04-2005,24330.09889,24713.781,Residential,Sales
263,05-2005,23965.0024,25815.057,Residential,Sales
268,06-2005,34340.48271,34557.492,Residential,Sales
273,07-2005,42937.22866,34867.633,Residential,Sales
278,08-2005,42581.92684,32040.4,Residential,Sales
283,09-2005,31943.71977,30892.672,Residential,Sales
288,10-2005,26887.93041,26166.479,Residential,Sales
293,11-2005,27039.26831,24888.951,Residential,Sales
298,12-2005,36365.81473,30812.557,Residential,Sales
303,01-2006,34932.64583,37565.7,Residential,Sales
308,02-2006,29972.05476,40533.684,Residential,Sales
313,03-2006,30901.31434,31423.37,Residential,Sales
318,04-2006,24169.35948,24091.346,Residential,Sales
323,05-2006,24788.41028,28172.71,Residential,Sales
328,06-2006,30817.28516,35069.266,Residential,Sales
333,07-2006,42078.894329999996,36015.312,Residential,Sales
338,08-2006,41082.56356,32120.6,Residential,Sales
343,09-2006,26176.09025,30348.547,Residential,Sales
348,10-2006,25829.7499,24073.879,Residential,Sales
353,11-2006,28189.02384,26728.297,Residential,Sales
358,12-2006,33952.11223,31311.006,Residential,Sales
363,01-2007,36089.79678,38248.26,Residential,Sales
368,02-2007,34820.372090000004,32127.135,Residential,Sales
373,03-2007,30342.82205,32796.887,Residential,Sales
378,04-2007,25377.45081,25737.062,Residential,Sales
383,05-2007,26124.90427,27139.68,Residential,Sales
388,06-2007,33338.346340000004,34191.24,Residential,Sales
393,07-2007,37905.621029999995,38227.004,Residential,Sales
398,08-2007,42587.08187,33694.37,Residential,Sales
403,09-2007,32364.86556,32289.271,Residential,Sales
408,10-2007,27113.91624,25256.508,Residential,Sales
413,11-2007,27527.26978,25516.527,Residential,Sales
418,12-2007,36003.96516,30903.215,Residential,Sales
423,01-2008,38766.14452,33850.28,Residential,Sales
428,02-2008,34734.37076,36823.344,Residential,Sales
433,03-2008,32286.10952,30960.25,Residential,Sales
438,04-2008,25394.78621,24293.729,Residential,Sales
443,05-2008,23452.95334,26088.955,Residential,Sales
448,06-2008,31575.47244,33541.684,Residential,Sales
453,07-2008,38470.2856,39427.664,Residential,Sales
458,08-2008,36039.154429999995,32422.426,Residential,Sales
463,09-2008,28194.12015,30270.951,Residential,Sales
468,10-2008,24976.95968,25443.443,Residential,Sales
473,11-2008,28555.93835,27604.143,Residential,Sales
478,12-2008,38443.50499,30931.523,Residential,Sales
483,01-2009,41002.6808,32368.215,Residential,Sales
488,02-2009,32259.96393,31041.5,Residential,Sales
493,03-2009,30245.96512,29907.826,Residential,Sales
498,04-2009,25256.75071,25261.068,Residential,Sales
503,05-2009,23970.24464,27122.076,Residential,Sales
508,06-2009,29989.50023,32808.562,Residential,Sales
513,07-2009,32238.79026,40234.82,Residential,Sales
518,08-2009,34284.75406,32001.393,Residential,Sales
523,09-2009,27179.0113,30736.613,Residential,Sales
528,10-2009,25534.50882,25248.006,Residential,Sales
533,11-2009,27103.34315,25942.033,Residential,Sales
538,12-2009,36040.35509,31263.875,Residential,Sales
543,01-2010,40549.75166,37212.938,Residential,Sales
548,02-2010,33392.70745,36131.586,Residential,Sales
553,03-2010,29926.15159,31815.559,Residential,Sales
558,04-2010,23224.67016,24469.172,Residential,Sales
563,05-2010,25807.40721,27688.398,Residential,Sales
568,06-2010,33457.829750000004,35028.91,Residential,Sales
573,07-2010,43886.42328,37528.445,Residential,Sales
578,08-2010,42697.97567,32415.02,Residential,Sales
583,09-2010,28901.14663,31158.957,Residential,Sales
588,10-2010,24098.98502,24574.96,Residential,Sales
593,11-2010,26584.72998,25981.03,Residential,Sales
598,12-2010,37664.10367,31073.23,Residential,Sales
603,01-2011,40300.00413,34610.71,Residential,Sales
608,02-2011,32919.64105,39908.312,Residential,Sales
613,03-2011,30443.03062,31415.03,Residential,Sales
618,04-2011,25095.71395,25056.33,Residential,Sales
623,05-2011,25956.17463,27434.3,Residential,Sales
628,06-2011,31946.16918,34024.426,Residential,Sales
633,07-2011,44580.06934,35934.016,Residential,Sales
638,08-2011,39875.75308,30621.646,Residential,Sales
643,09-2011,27762.90313,30032.916,Residential,Sales
648,10-2011,23751.24679,24204.824,Residential,Sales
653,11-2011,26623.114410000002,26883.982,Residential,Sales
658,12-2011,33981.15781,32912.418,Residential,Sales
663,01-2012,36440.05205,38186.152,Residential,Sales
668,02-2012,30529.21432,37140.18,Residential,Sales
673,03-2012,27293.90901,31068.787,Residential,Sales
678,04-2012,22767.10043,25562.5,Residential,Sales
683,05-2012,26893.76038,27973.883,Residential,Sales
688,06-2012,34332.65628,33996.043,Residential,Sales
693,07-2012,46728.75703,34198.656,Residential,Sales
698,08-2012,38337.50412,31301.924,Residential,Sales
703,09-2012,27958.77738,30355.59,Residential,Sales
708,10-2012,24421.62333,24124.035,Residential,Sales
713,11-2012,27953.83052,28028.076,Residential,Sales
718,12-2012,33624.12328,31558.76,Residential,Sales
723,01-2013,36714.574909999996,34329.656,Residential,Sales
728,02-2013,31964.8768,36588.848,Residential,Sales
733,03-2013,27921.0976,29672.275,Residential,Sales
738,04-2013,25946.96916,24557.96,Residential,Sales
743,05-2013,25893.55607,26215.87,Residential,Sales
748,06-2013,29683.28716,33292.727,Residential,Sales
753,07-2013,38017.97825,39052.812,Residential,Sales
758,08-2013,35207.01433,33044.008,Residential,Sales
763,09-2013,28686.29662,31759.281,Residential,Sales
768,10-2013,25402.40678,24856.508,Residential,Sales
773,11-2013,28710.50076,26314.584,Residential,Sales
778,12-2013,37145.9725,31404.69,Residential,Sales
783,01-2014,41674.81772,32754.672,Residential,Sales
788,02-2014,36326.86792,31511.352,Residential,Sales
793,03-2014,33345.41082,31257.527,Residential,Sales
798,04-2014,24807.01129,24407.104,Residential,Sales
803,05-2014,25223.53921,27460.262,Residential,Sales
808,06-2014,31327.88979,34826.41,Residential,Sales
813,07-2014,32973.67232,39500.72,Residential,Sales
818,08-2014,34479.39878,31643.893,Residential,Sales
823,09-2014,27245.63299,31015.184,Residential,Sales
828,10-2014,24348.58173,23477.967,Residential,Sales
